Category	Occupation	Malay	Estonian	Finnish	Hungarian	Armenian	Bengali-HF	Bengali-HP	Bengali-TF	Bengali-TP	Bengali-EF	Bengali-EP	Japanese	Turkish	Yoruba	Basque	Swahili	Chinese
Arts, design, entertainment, sports, and media occupations	Announcer	Male	Male	Male	Male	Male	Male	Male	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Artist	Male	Male	Male	Male	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Athlete	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Male	Male	?
Arts, design, entertainment, sports, and media occupations	Authors	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Broadcast technician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Choreographer	Male	Male	Female	Male	Female	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Arts, design, entertainment, sports, and media occupations	Coach	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Female	?
Arts, design, entertainment, sports, and media occupations	Communication equipment worker	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Communication worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Dancer	Female	Female	Female	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Designer	Male	Female	Male	Male	Female	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Director	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Arts, design, entertainment, sports, and media occupations	Editor	Male	Female	Male	Male	?	?	Neutral	Male	Male	Female	Male	Neutral	?	Male	Neutral	Male	?
Arts, design, entertainment, sports, and media occupations	Entertainer	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Arts, design, entertainment, sports, and media occupations	Media worker	Male	Male	Male	Female	Female	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Media worker	Male	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Motion picture camera operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Female	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Motion picture editor	Male	Male	Female	Male	?	?	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	Male
Arts, design, entertainment, sports, and media occupations	Musician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	Male
Arts, design, entertainment, sports, and media occupations	News analyst	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	News correspondent	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	News reporter	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	Male
Arts, design, entertainment, sports, and media occupations	Performer	Male	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	Male
Arts, design, entertainment, sports, and media occupations	Photographer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Producer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Public relations specialist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Radio operator	Male	Male	Male	Female	?	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	Male
Arts, design, entertainment, sports, and media occupations	Singer	Female	Male	Male	Female	Female	?	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	?
Arts, design, entertainment, sports, and media occupations	Sound engineering technician	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	Male
Arts, design, entertainment, sports, and media occupations	Technical writer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Arts, design, entertainment, sports, and media occupations	Television camera operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Television editor	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Umpire	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Male	Neutral	Male	Male
Arts, design, entertainment, sports, and media occupations	Video camera operator	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Video editor	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Arts, design, entertainment, sports, and media occupations	Writers	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	Male	Neutral	?	Female	?
Legal occupations	Judge	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Female	?
Legal occupations	Judicial law clerk	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Legal occupations	Lawyer	Male	Female	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Legal occupations	Legal assistant	Male	Female	Female	Female	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Legal occupations	Legal support worker	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Legal occupations	Magistrate	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Legal occupations	Paralegals assistant	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Protective service occupations	Animal control worker	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Female	?
Protective service occupations	Bailiff	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	Male
Protective service occupations	Correctional officer	Male	Male	Male	Female	Male	?	Male	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Protective service occupations	Criminal investigator	Male	Female	Male	Female	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Protective service occupations	Crossing guard	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Protective service occupations	Detective	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Protective service occupations	Fire inspector	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	?	?	Male	?
Protective service occupations	Firefighter	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	?
Protective service occupations	First-line supervisor of correctional officers	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	?
Protective service occupations	First-line supervisor of detectives	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Protective service occupations	First-line supervisor of fire fighting workers	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	?	?	Male	?
Protective service occupations	First-line supervisor of police	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	Male	Neutral	?	Male	?
Protective service occupations	First-line supervisor of prevention workers	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Protective service occupations	First-line supervisor of protective service workers	Male	Male	Female	Male	Male	Male	Male	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Protective service occupations	Fish warden	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Protective service occupations	Game warden	Male	Female	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	Male	Neutral	?	Male	?
Protective service occupations	Gaming surveillance officer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Protective service occupations	Jailer	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	Male	?	?	Male	?
Protective service occupations	Lifeguard	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Male	Male	?
Protective service occupations	Parking enforcement worker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Protective service occupations	Police patrol officer	Male	Male	Female	Female	?	?	Neutral	Male	Male	Male	Male	Male	Male	Neutral	?	Female	?
Protective service occupations	Private detective	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	?
Protective service occupations	Private investigator	Male	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Protective service occupations	Railroad police officer	Male	Male	Male	Male	Male	Male	Neutral	?	Male	Male	Male	Male	?	Neutral	?	Male	?
Protective service occupations	Security guard	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	Male	Neutral	?	Female	?
Protective service occupations	Sheriff's patrol officer	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Female	?
Protective service occupations	Transit police officer	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Protective service occupations	Transportation security screener	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Food preparation and serving related occupations	Bartender	Female	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Female	?
Food preparation and serving related occupations	Bartender helper	Female	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Food preparation and serving related occupations	Cafeteria attendant	Female	Female	Female	Female	Male	?	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Food preparation and serving related occupations	Cafeteria attendant	Female	Female	Female	Female	Male	?	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Food preparation and serving related occupations	Chef	Male	Female	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Food preparation and serving related occupations	Coffee shop attendant	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Food preparation and serving related occupations	Cook	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Female	?
Food preparation and serving related occupations	Counter attendant	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Food preparation and serving related occupations	Dining room attendant	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Food preparation and serving related occupations	Dishwasher	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Food preparation and serving related occupations	First-line supervisor of food preparation workers	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Food preparation and serving related occupations	First-line supervisor of food serving workers	Male	Male	Female	Female	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Food preparation and serving related occupations	Food prepararer	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Food preparation and serving related occupations	Food preparation worker	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Food preparation and serving related occupations	Food server	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Food preparation and serving related occupations	Food server	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Food preparation and serving related occupations	Head cook	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Farming, fishing, and forestry occupations	Agricultural inspector	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Farming, fishing, and forestry occupations	Agricultural product sorter	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	Agricultural products grader	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	Agricultural worker	Male	Male	Female	Female	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	Male
Farming, fishing, and forestry occupations	Animal breeder	Male	Male	Female	Female	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	First-line supervisor of farming workers	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	First-line supervisor of fishing workers	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	First-line supervisor of forestry workers	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	Fisher	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	Forest conservation worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	Hunter	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Farming, fishing, and forestry occupations	Logging worker	Male	Male	Male	Male	?	?	Neutral	Male	Male	Male	Male	Male	?	?	?	Male	?
Farming, fishing, and forestry occupations	Trapper	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	Male
Computer and mathematical occupations	Actuary	Male	Male	Male	Female	Female	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Computer and mathematical occupations	Computer network architect	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Computer and mathematical occupations	Computer programmer	Male	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	Male
Computer and mathematical occupations	Computer research scientist	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	?	?	Male	Male
Computer and mathematical occupations	Computer support specialist	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Computer and mathematical occupations	Computer systems administrator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Computer and mathematical occupations	Computer systems analyst	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Computer and mathematical occupations	Database administrator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Computer and mathematical occupations	Information research scientist	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Computer and mathematical occupations	Information security analyst	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Computer and mathematical occupations	Mathematician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	?
Computer and mathematical occupations	Network systems administrator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Computer and mathematical occupations	Operations research analyst	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Computer and mathematical occupations	Software developer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Computer and mathematical occupations	Statistician	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	Male	?	?	Male	?
Computer and mathematical occupations	Web developer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Personal care and service occupations	Animal caretaker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Female	Male	Male
Personal care and service occupations	Animal trainer	Male	Male	Female	Female	Female	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Female	Male	Male
Personal care and service occupations	Baggage porter	Female	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Personal care and service occupations	Barber	Female	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Female	?
Personal care and service occupations	Bellhop	Male	Male	Male	Female	Male	Male	Male	Male	Male	Male	Male	Neutral	?	Neutral	?	Female	?
Personal care and service occupations	Childcare worker	Female	Male	Male	Female	Female	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	Concierge	Female	Female	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Female	?
Personal care and service occupations	Cosmetologist	Female	Female	Male	Female	Female	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Personal care and service occupations	Embalmer	Male	Female	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	Entertainment attendant	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Personal care and service occupations	First-line supervisor of gaming workers	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	First-line supervisor of personal service workers	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	Fitness worker	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Personal care and service occupations	Funeral attendant	Male	Female	Male	Male	Male	Male	Male	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	Funeral director	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	Male	?	?	Male	?
Personal care and service occupations	Gaming services worker	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Personal care and service occupations	Hairdresser	Female	Female	Female	Female	Female	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Female	?
Personal care and service occupations	Hairstylist	Female	Female	Female	Female	Female	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Personal care and service occupations	Lobby attendant	Female	Male	Female	Male	Male	Male	Male	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Personal care and service occupations	Mortician	Male	Female	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Personal care and service occupations	Motion picture projectionist	Male	Male	Female	Female	Female	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Personal care and service occupations	Personal appearance worker	Male	Female	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	Personal care aide	Male	Female	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	Personal care worker	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	Male
Personal care and service occupations	Personal service worker	Male	Female	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Personal care and service occupations	Personal trainer	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Personal care and service occupations	Recreation worker	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	Male
Personal care and service occupations	Residential advisor	Male	Female	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	Male
Personal care and service occupations	Ticket taker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Personal care and service occupations	Tour guide	Male	Male	Female	Male	Male	Male	Male	Male	Male	Male	Male	Male	?	Male	?	Male	?
Personal care and service occupations	Travel guide	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Male	Male	?	?	Male	?	Male	?
Personal care and service occupations	Undertaker	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Personal care and service occupations	Usher	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	Female	Neutral	?	Female	?
Construction and extraction occupations	Blaster	Male	Female	Male	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Blockmason	Male	Female	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Boilermaker	Male	Female	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	Neutral	Female	?
Construction and extraction occupations	Brickmason	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Female	?
Construction and extraction occupations	Building inspector	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Carpenter	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Female	?
Construction and extraction occupations	Carpet finisher	Male	Female	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	Male
Construction and extraction occupations	Carpet installer	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Ceiling tile installer	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Cement mason	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Construction and extraction occupations	Concrete finisher	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Male	?	Male	?
Construction and extraction occupations	Construction equipment operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Construction and extraction occupations	Construction inspector	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Construction laborer	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Construction trades helpers	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Male	?	Male	?
Construction and extraction occupations	Construction worker	Male	Male	Male	Male	?	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Derrick operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Drywall installer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Construction and extraction occupations	Earth driller	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Electrician	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Construction and extraction occupations	Elevator installer	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Elevator repairer	Male	Male	Female	Female	Male	?	Male	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Explosives worker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Extraction worker helper	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Fence erector	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Male	Male	Female	?
Construction and extraction occupations	First-line supervisor of construction trades	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	First-line supervisor of extraction workers	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Floor finisher	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Construction and extraction occupations	Floor installer	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Construction and extraction occupations	Glazier	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Male	?	Female	?
Construction and extraction occupations	Hazardous materials removal worker	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Highway maintenance worker	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Insulation worker	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Mining machine operator	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Mining roof bolter 	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Operating engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Ordnance handling expert	Male	Male	Male	Male	Male	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Construction and extraction occupations	Painter	Male	Female	Male	Male	Female	?	Neutral	Male	Male	Female	Male	Neutral	Male	Neutral	?	Male	?
Construction and extraction occupations	Paperhanger	Male	Female	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	Male	Male	?
Construction and extraction occupations	Paving equipment operator	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Construction and extraction occupations	Pile-driver operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Construction and extraction occupations	Pipefitters	Female	Male	Female	Female	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
